ua,especialidad,estado,fecha_inicio,fecha_fin,numeros,asignados,asistidos,libres,fecha_datos
Los Angeles,Pediatría,Cerrada,2025-01-21 13:00:00,2025-01-21 15:00:00,4,7,7,0,2025-03-15 06:01:41
Francisco Pucci,Medicina Familiar,Cerrada,2025-01-21 13:00:00,2025-01-21 15:00:00,6,8,8,0,2025-03-15 06:01:41
Yucatan,Nutrición,Cerrada,2025-01-21 13:00:00,2025-01-21 15:00:00,4,4,1,0,2025-03-15 06:01:41
Colon,Enfermería,Cerrada,2025-01-21 13:00:00,2025-01-21 15:00:00,6,1,1,0,2025-03-15 06:01:41
La Teja,Medicina Familiar,Cerrada,2025-01-21 13:00:00,2025-01-21 15:00:00,6,6,3,0,2025-03-15 06:01:41
Casavalle,Pediatría,Cerrada,2025-01-21 13:00:00,2025-01-21 15:30:00,7,8,5,0,2025-03-15 06:01:41
La Teja,Psicología,Cerrada,2025-01-21 13:00:00,2025-01-21 16:00:00,3,0,0,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-21 13:00:00,2025-01-21 16:30:00,6,6,2,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-21 13:00:00,2025-01-21 18:00:00,12,12,11,0,2025-03-15 06:01:41
Luisa Tirapare,Medicina General,Cerrada,2025-01-21 13:10:00,2025-01-21 15:20:00,6,6,3,0,2025-03-15 06:01:41
Colon,Medicina Familiar,Cerrada,2025-01-21 13:20:00,2025-01-21 14:00:00,2,2,2,0,2025-03-15 06:01:41
Lavalleja,Medicina Familiar,Cerrada,2025-01-21 13:20:00,2025-01-21 15:00:00,5,5,2,0,2025-03-15 06:01:41
Punta De Rieles,Ginecoobstetricia,Cerrada,2025-01-21 13:20:00,2025-01-21 15:20:00,6,6,3,0,2025-03-15 06:01:41
Punta De Rieles,Medicina Familiar,Cerrada,2025-01-21 13:20:00,2025-01-21 15:40:00,7,9,6,0,2025-03-15 06:01:41
Buceo,Odontología,Cerrada,2025-01-21 13:30:00,2025-01-21 14:00:00,1,1,1,0,2025-03-15 06:01:41
La Teja,Pediatría,Cerrada,2025-01-21 13:30:00,2025-01-21 14:10:00,2,2,2,0,2025-03-15 06:01:41
Giraldez,Medicina Familiar,Cerrada,2025-01-21 13:30:00,2025-01-21 14:40:00,3,3,3,0,2025-03-15 06:01:41
Yucatan,Medicina Familiar,Cerrada,2025-01-21 13:30:00,2025-01-21 15:30:00,6,7,7,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-21 13:30:00,2025-01-21 16:00:00,5,5,2,0,2025-03-15 06:01:41
La Paloma,Pediatría,Cerrada,2025-01-21 13:40:00,2025-01-21 16:00:00,7,7,6,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-21 14:00:00,2025-01-21 14:30:00,1,1,1,0,2025-03-15 06:01:41
Giraldez,Medicina Familiar,Cerrada,2025-01-21 14:00:00,2025-01-21 15:00:00,3,3,1,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-21 14:00:00,2025-01-21 15:00:00,4,4,4,0,2025-03-15 06:01:41
Buceo,Odontología,Cerrada,2025-01-21 14:00:00,2025-01-21 15:30:00,3,3,3,0,2025-03-15 06:01:41
Los Angeles,Ginecoobstetricia,Cerrada,2025-01-21 14:00:00,2025-01-21 16:00:00,4,5,4,0,2025-03-15 06:01:41
Inve 16,Medicina Familiar,Cerrada,2025-01-21 14:00:00,2025-01-21 16:00:00,6,7,2,0,2025-03-15 06:01:41
Casabo,Psicología,Cerrada,2025-01-21 14:00:00,2025-01-21 16:00:00,2,2,0,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-21 14:00:00,2025-01-21 16:00:00,4,5,3,0,2025-03-15 06:01:41
Colon,Medicina Familiar,Cerrada,2025-01-21 14:00:00,2025-01-21 16:00:00,6,7,6,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-21 14:00:00,2025-01-21 16:30:00,5,5,4,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-21 14:00:00,2025-01-21 16:30:00,4,4,2,0,2025-03-15 06:01:41
Los Angeles,Partera,Cerrada,2025-01-21 14:00:00,2025-01-21 16:30:00,7,11,6,0,2025-03-15 06:01:41
Parque Bellan,Lic. Oftalmología,Cerrada,2025-01-21 14:00:00,2025-01-21 17:50:00,23,23,15,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-21 14:30:00,2025-01-21 15:15:00,3,3,1,0,2025-03-15 06:01:41
Casavalle,Ginecoobstetricia,Cerrada,2025-01-21 14:30:00,2025-01-21 15:30:00,3,3,0,0,2025-03-15 06:01:41
Parque Bellan,Medicina Familiar,Cerrada,2025-01-21 14:30:00,2025-01-21 15:30:00,3,4,2,0,2025-03-15 06:01:41
Punta De Rieles,Odontología,Cerrada,2025-01-21 14:30:00,2025-01-21 15:30:00,4,4,2,0,2025-03-15 06:01:41
Giraldez,Medicina Familiar,Cerrada,2025-01-21 14:40:00,2025-01-21 15:00:00,1,1,1,0,2025-03-15 06:01:41
Yucatan,Odontología,Cerrada,2025-01-21 14:40:00,2025-01-21 15:30:00,2,2,0,0,2025-03-15 06:01:41
Luisa Tirapare,Partera,Cerrada,2025-01-21 14:50:00,2025-01-21 15:30:00,2,3,3,0,2025-03-15 06:01:41
Giraldez,Enfermería,Cerrada,2025-01-21 15:00:00,2025-01-21 15:20:00,1,1,1,0,2025-03-15 06:01:41
Giraldez,Medicina Familiar,Cerrada,2025-01-21 15:00:00,2025-01-21 15:30:00,1,1,1,0,2025-03-15 06:01:41
Francisco Pucci,Medicina Familiar,Cerrada,2025-01-21 15:00:00,2025-01-21 16:00:00,2,2,1,0,2025-03-15 06:01:41
La Teja,Medicina Familiar,Cerrada,2025-01-21 15:00:00,2025-01-21 16:00:00,2,2,1,0,2025-03-15 06:01:41
Los Angeles,Pediatría,Cerrada,2025-01-21 15:00:00,2025-01-21 16:00:00,2,2,2,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-21 15:00:00,2025-01-21 16:30:00,3,3,1,0,2025-03-15 06:01:41
Lavalleja,Medicina Familiar,Cerrada,2025-01-21 15:00:00,2025-01-21 17:00:00,4,4,3,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-21 15:15:00,2025-01-21 15:45:00,1,1,1,0,2025-03-15 06:01:41
Luisa Tirapare,Medicina General,Cerrada,2025-01-21 15:20:00,2025-01-21 17:00:00,5,7,7,0,2025-03-15 06:01:41
Buceo,Odontología,Cerrada,2025-01-21 15:30:00,2025-01-21 16:30:00,4,5,2,0,2025-03-15 06:01:41
Giraldez,Medicina Familiar,Cerrada,2025-01-21 15:30:00,2025-01-21 17:30:00,6,6,5,0,2025-03-15 06:01:41
Punta De Rieles,Odontología,Cerrada,2025-01-21 15:30:00,2025-01-21 17:30:00,4,4,3,0,2025-03-15 06:01:41
Yucatan,Medicina Familiar,Cerrada,2025-01-21 15:40:00,2025-01-21 18:00:00,7,7,4,0,2025-03-15 06:01:41
La Paloma,Pediatría,Cerrada,2025-01-21 16:00:00,2025-01-21 16:15:00,1,1,1,0,2025-03-15 06:01:41
Aquiles Lanza,Medicina Familiar,Cerrada,2025-01-21 16:00:00,2025-01-21 16:20:00,1,1,1,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-21 16:00:00,2025-01-21 16:20:00,1,4,4,0,2025-03-15 06:01:41
Colon,Medicina Familiar,Cerrada,2025-01-21 16:00:00,2025-01-21 16:40:00,2,2,2,0,2025-03-15 06:01:41
Inve 16,Medicina Familiar,Cerrada,2025-01-21 16:00:00,2025-01-21 17:00:00,2,0,0,0,2025-03-15 06:01:41
Barrio Sur,Enfermería,Cerrada,2025-01-21 16:00:00,2025-01-21 17:00:00,6,0,0,0,2025-03-15 06:01:41
Los Angeles,Pediatría,Cerrada,2025-01-21 16:00:00,2025-01-21 17:00:00,2,2,2,0,2025-03-15 06:01:41
Los Angeles,Ginecoobstetricia,Cerrada,2025-01-21 16:00:00,2025-01-21 17:00:00,2,2,1,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-21 16:00:00,2025-01-21 17:00:00,2,2,2,0,2025-03-15 06:01:41
Francisco Pucci,Medicina Familiar,Cerrada,2025-01-21 16:00:00,2025-01-21 17:30:00,4,4,4,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-21 16:20:00,2025-01-21 17:20:00,3,6,6,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-21 16:30:00,2025-01-21 17:00:00,2,2,1,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-21 16:30:00,2025-01-21 17:00:00,1,1,1,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-21 16:30:00,2025-01-21 17:30:00,2,2,2,0,2025-03-15 06:01:41
Inve 16,Enfermería,Cerrada,2025-01-21 16:50:00,2025-01-21 17:00:00,1,1,1,0,2025-03-15 06:01:41
Luisa Tirapare,Medicina General,Cerrada,2025-01-21 17:00:00,2025-01-21 18:00:00,4,4,4,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-21 17:30:00,2025-01-21 17:38:00,8,8,5,0,2025-03-15 06:01:41
Francisco Pucci,Medicina Familiar,Cerrada,2025-01-21 17:30:00,2025-01-21 17:50:00,2,2,2,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-21 19:30:00,2025-01-21 20:00:00,2,4,4,0,2025-03-15 06:01:41
Punta De Rieles,Odontología,Cerrada,2025-01-22 07:00:00,2025-01-22 08:00:00,2,2,2,0,2025-03-15 06:01:41
Punta De Rieles,Pediatría,Cerrada,2025-01-22 07:00:00,2025-01-22 08:00:00,4,5,3,0,2025-03-15 06:01:41
Crottogini,Medicina Familiar,Cerrada,2025-01-22 07:00:00,2025-01-22 08:20:00,4,5,5,0,2025-03-15 06:01:41
Crottogini,Nutrición,Cerrada,2025-01-22 07:00:00,2025-01-22 09:00:00,6,1,1,0,2025-03-15 06:01:41
Giraldez,Odontología,Cerrada,2025-01-22 07:00:00,2025-01-22 10:30:00,7,7,2,0,2025-03-15 06:01:41
Lavalleja,Partera,Cerrada,2025-01-22 07:20:00,2025-01-22 12:00:00,14,4,2,0,2025-03-15 06:01:41
Paso De La Arena,Odontología,Cerrada,2025-01-22 07:30:00,2025-01-22 09:30:00,4,4,4,0,2025-03-15 06:01:41
Francisco Pucci,Medicina Familiar,Cerrada,2025-01-22 07:40:00,2025-01-22 08:40:00,3,3,1,0,2025-03-15 06:01:41
Aquiles Lanza,Medicina Familiar,Cerrada,2025-01-22 07:50:00,2025-01-22 08:00:00,1,1,1,0,2025-03-15 06:01:41
La Paloma,Medicina Familiar,Cerrada,2025-01-22 08:00:00,2025-01-22 08:20:00,1,2,2,0,2025-03-15 06:01:41
La Teja,Odontología,Cerrada,2025-01-22 08:00:00,2025-01-22 08:30:00,1,1,1,0,2025-03-15 06:01:41
Punta De Rieles,Odontología,Cerrada,2025-01-22 08:00:00,2025-01-22 09:00:00,4,5,3,0,2025-03-15 06:01:41
Casavalle,Odontología,Cerrada,2025-01-22 08:00:00,2025-01-22 09:00:00,4,4,0,0,2025-03-15 06:01:41
Aquiles Lanza,Odontología,Cerrada,2025-01-22 08:00:00,2025-01-22 09:00:00,4,4,0,0,2025-03-15 06:01:41
Casabo,Psicología,Cerrada,2025-01-22 08:00:00,2025-01-22 09:00:00,1,1,1,0,2025-03-15 06:01:41
Crottogini,Odontología,Cerrada,2025-01-22 08:00:00,2025-01-22 09:00:00,2,2,2,0,2025-03-15 06:01:41
Parque Bellan,Odontología,Cerrada,2025-01-22 08:00:00,2025-01-22 09:00:00,1,2,2,0,2025-03-15 06:01:41
Inve 16,Medicina Familiar,Cerrada,2025-01-22 08:00:00,2025-01-22 09:00:00,3,2,2,0,2025-03-15 06:01:41
Luisa Tirapare,Psicología,Cerrada,2025-01-22 08:00:00,2025-01-22 09:00:00,1,0,0,0,2025-03-15 06:01:41
Buceo,Medicina Familiar,Cerrada,2025-01-22 08:00:00,2025-01-22 09:20:00,4,6,6,0,2025-03-15 06:01:41
Inve 16,Partera,Cerrada,2025-01-22 08:00:00,2025-01-22 09:20:00,4,1,1,0,2025-03-15 06:01:41
La Paloma,Odontología,Cerrada,2025-01-22 08:00:00,2025-01-22 09:30:00,3,2,1,0,2025-03-15 06:01:41
Francisco Pucci,Odontología,Cerrada,2025-01-22 08:00:00,2025-01-22 09:40:00,3,3,2,0,2025-03-15 06:01:41
Aquiles Lanza,Medicina Familiar,Cerrada,2025-01-22 08:00:00,2025-01-22 10:00:00,6,5,4,0,2025-03-15 06:01:41
Casavalle,Medicina Familiar,Cerrada,2025-01-22 08:00:00,2025-01-22 10:00:00,6,7,4,0,2025-03-15 06:01:41
Zully Sanchez,Medicina General,Cerrada,2025-01-22 08:00:00,2025-01-22 10:00:00,6,6,6,0,2025-03-15 06:01:41
Yucatan,Odontología,Cerrada,2025-01-22 08:00:00,2025-01-22 10:00:00,4,4,4,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-22 08:00:00,2025-01-22 10:20:00,7,7,4,0,2025-03-15 06:01:41
Zully Sanchez,Partera,Cerrada,2025-01-22 08:00:00,2025-01-22 10:40:00,8,15,12,0,2025-03-15 06:01:41
Casavalle,Trabajo Social,Cerrada,2025-01-22 08:00:00,2025-01-22 11:00:00,6,5,1,0,2025-03-15 06:01:41
Yucatan,Odontología,Cerrada,2025-01-22 08:00:00,2025-01-22 11:00:00,4,6,5,0,2025-03-15 06:01:41
Colon,Psicología,Cerrada,2025-01-22 08:00:00,2025-01-22 11:00:00,3,4,3,0,2025-03-15 06:01:41
La Paloma,Psicología,Cerrada,2025-01-22 08:00:00,2025-01-22 11:20:00,5,5,2,0,2025-03-15 06:01:41
Casavalle,Medicina Familiar,Cerrada,2025-01-22 08:00:00,2025-01-22 11:30:00,10,17,16,0,2025-03-15 06:01:41
Parque Bellan,Lic. Oftalmología,Cerrada,2025-01-22 08:00:00,2025-01-22 12:00:00,24,24,9,0,2025-03-15 06:01:41
Luisa Tirapare,Enfermería,Cerrada,2025-01-22 08:00:00,2025-01-22 13:00:00,15,1,1,0,2025-03-15 06:01:41
Francisco Pucci,Psicología,Cerrada,2025-01-22 08:00:00,2025-01-22 14:00:00,6,4,2,0,2025-03-15 06:01:41
Parque Bellan,Psicología,Cerrada,2025-01-22 08:00:00,2025-01-22 14:00:00,6,6,4,0,2025-03-15 06:01:41
Lavalleja,Medicina General,Cerrada,2025-01-22 08:10:00,2025-01-22 09:30:00,4,5,5,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-22 08:15:00,2025-01-22 08:30:00,1,1,0,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-22 08:15:00,2025-01-22 09:15:00,2,2,2,0,2025-03-15 06:01:41
Lavalleja,Psicología,Cerrada,2025-01-22 08:15:00,2025-01-22 12:15:00,4,4,4,0,2025-03-15 06:01:41
Crottogini,Medicina Familiar,Cerrada,2025-01-22 08:20:00,2025-01-22 08:50:00,1,1,1,0,2025-03-15 06:01:41
La Paloma,Medicina Familiar,Cerrada,2025-01-22 08:20:00,2025-01-22 12:40:00,13,13,4,0,2025-03-15 06:01:41
La Paloma,Pediatría,Cerrada,2025-01-22 08:30:00,2025-01-22 09:00:00,1,1,0,0,2025-03-15 06:01:41
Francisco Pucci,Ginecoobstetricia,Cerrada,2025-01-22 08:30:00,2025-01-22 09:15:00,3,3,3,0,2025-03-15 06:01:41
Punta De Rieles,Pediatría,Cerrada,2025-01-22 08:30:00,2025-01-22 09:15:00,3,4,3,0,2025-03-15 06:01:41
Luisa Tirapare,Nutrición,Cerrada,2025-01-22 08:30:00,2025-01-22 09:30:00,2,2,1,0,2025-03-15 06:01:41
Inve 16,Medicina Familiar,Cerrada,2025-01-22 08:30:00,2025-01-22 09:30:00,3,0,0,0,2025-03-15 06:01:41
La Teja,Odontología,Cerrada,2025-01-22 08:30:00,2025-01-22 09:30:00,4,4,2,0,2025-03-15 06:01:41
Colon,Medicina General,Cerrada,2025-01-22 08:30:00,2025-01-22 10:30:00,6,6,4,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-22 08:30:00,2025-01-22 10:30:00,4,3,3,0,2025-03-15 06:01:41
La Teja,Pediatría,Cerrada,2025-01-22 08:30:00,2025-01-22 10:30:00,6,6,4,0,2025-03-15 06:01:41
Buceo,Medicina Familiar,Cerrada,2025-01-22 08:30:00,2025-01-22 10:30:00,4,4,4,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-22 08:30:00,2025-01-22 12:00:00,7,7,3,0,2025-03-15 06:01:41
Yucatan,Fonoaudiología,Cerrada,2025-01-22 08:30:00,2025-01-22 12:35:00,5,5,3,0,2025-03-15 06:01:41
Francisco Pucci,Medicina Familiar,Cerrada,2025-01-22 08:40:00,2025-01-22 10:00:00,4,5,5,0,2025-03-15 06:01:41
Lavalleja,Medicina Familiar,Cerrada,2025-01-22 08:50:00,2025-01-22 09:00:00,1,1,1,0,2025-03-15 06:01:41
Aquiles Lanza,Odontología,Cerrada,2025-01-22 09:00:00,2025-01-22 09:30:00,1,1,1,0,2025-03-15 06:01:41
Casavalle,Odontología,Cerrada,2025-01-22 09:00:00,2025-01-22 10:00:00,2,8,2,0,2025-03-15 06:01:41
Luisa Tirapare,Psicología,Cerrada,2025-01-22 09:00:00,2025-01-22 10:00:00,1,1,1,0,2025-03-15 06:01:41
Casabo,Psicología,Cerrada,2025-01-22 09:00:00,2025-01-22 10:00:00,1,1,1,0,2025-03-15 06:01:41
Crottogini,Odontología,Cerrada,2025-01-22 09:00:00,2025-01-22 10:30:00,3,3,2,0,2025-03-15 06:01:41
Parque Bellan,Enfermería,Cerrada,2025-01-22 09:00:00,2025-01-22 10:30:00,3,3,2,0,2025-03-15 06:01:41
Casabo,Odontología,Cerrada,2025-01-22 09:00:00,2025-01-22 10:30:00,3,3,2,0,2025-03-15 06:01:41
Francisco Pucci,Medicina Familiar,Cerrada,2025-01-22 09:00:00,2025-01-22 10:40:00,5,6,1,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-22 09:00:00,2025-01-22 11:00:00,6,6,5,0,2025-03-15 06:01:41
Parque Bellan,Odontología,Cerrada,2025-01-22 09:00:00,2025-01-22 11:00:00,4,4,4,0,2025-03-15 06:01:41
Crottogini,Nutrición,Cerrada,2025-01-22 09:00:00,2025-01-22 11:00:00,8,5,3,0,2025-03-15 06:01:41
Casavalle,Ginecoobstetricia,Cerrada,2025-01-22 09:00:00,2025-01-22 11:00:00,6,10,6,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-22 09:00:00,2025-01-22 11:00:00,4,6,3,0,2025-03-15 06:01:41
Colon,Odontología,Cerrada,2025-01-22 09:00:00,2025-01-22 11:00:00,4,2,2,0,2025-03-15 06:01:41
Casabo,Partera,Cerrada,2025-01-22 09:00:00,2025-01-22 11:00:00,6,6,5,0,2025-03-15 06:01:41
Parque Bellan,Medicina Familiar,Cerrada,2025-01-22 09:00:00,2025-01-22 11:00:00,6,6,6,0,2025-03-15 06:01:41
Inve 16,Medicina Familiar,Cerrada,2025-01-22 09:00:00,2025-01-22 11:00:00,6,6,4,0,2025-03-15 06:01:41
La Paloma,Pediatría,Cerrada,2025-01-22 09:00:00,2025-01-22 11:30:00,5,5,4,0,2025-03-15 06:01:41
Parque Bellan,Oftalmología,Cerrada,2025-01-22 09:00:00,2025-01-22 12:00:00,18,19,15,0,2025-03-15 06:01:41
Yucatan,Nutrición,Cerrada,2025-01-22 09:00:00,2025-01-22 12:30:00,7,8,5,0,2025-03-15 06:01:41
Punta De Rieles,Odontología,Cerrada,2025-01-22 09:00:00,2025-01-22 12:30:00,7,8,6,0,2025-03-15 06:01:41
Luisa Tirapare,Medicina Familiar,Cerrada,2025-01-22 09:00:00,2025-01-22 13:00:00,8,7,4,0,2025-03-15 06:01:41
Aquiles Lanza,Nutrición,Cerrada,2025-01-22 09:00:00,2025-01-22 14:00:00,15,14,6,0,2025-03-15 06:01:41
Punta De Rieles,Pediatría,Cerrada,2025-01-22 09:15:00,2025-01-22 09:45:00,2,2,2,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-22 09:15:00,2025-01-22 10:15:00,2,2,2,0,2025-03-15 06:01:41
Francisco Pucci,Ginecoobstetricia,Cerrada,2025-01-22 09:15:00,2025-01-22 10:30:00,3,4,3,0,2025-03-15 06:01:41
Inve 16,Partera,Cerrada,2025-01-22 09:20:00,2025-01-22 10:00:00,2,1,0,0,2025-03-15 06:01:41
Aquiles Lanza,Odontología,Cerrada,2025-01-22 09:30:00,2025-01-22 10:00:00,1,1,0,0,2025-03-15 06:01:41
Crottogini,Medicina Familiar,Cerrada,2025-01-22 09:30:00,2025-01-22 11:00:00,9,5,4,0,2025-03-15 06:01:41
Paso De La Arena,Odontología,Cerrada,2025-01-22 09:30:00,2025-01-22 11:00:00,3,3,3,0,2025-03-15 06:01:41
La Paloma,Odontología,Cerrada,2025-01-22 09:30:00,2025-01-22 11:30:00,8,8,4,0,2025-03-15 06:01:41
La Teja,Odontología,Cerrada,2025-01-22 09:30:00,2025-01-22 11:30:00,4,5,2,0,2025-03-15 06:01:41
Inve 16,Medicina Familiar,Cerrada,2025-01-22 09:30:00,2025-01-22 11:30:00,6,6,4,0,2025-03-15 06:01:41
Paso De La Arena,Trabajo Social,Cerrada,2025-01-22 09:30:00,2025-01-22 12:00:00,5,2,2,0,2025-03-15 06:01:41
Luisa Tirapare,Nutrición,Cerrada,2025-01-22 09:30:00,2025-01-22 14:00:00,9,9,3,0,2025-03-15 06:01:41
Francisco Pucci,Odontología,Cerrada,2025-01-22 09:40:00,2025-01-22 10:40:00,2,4,2,0,2025-03-15 06:01:41
Punta De Rieles,Pediatría,Cerrada,2025-01-22 09:45:00,2025-01-22 10:00:00,1,1,1,0,2025-03-15 06:01:41
Aquiles Lanza,Enfermería,Cerrada,2025-01-22 10:00:00,2025-01-22 10:10:00,1,1,1,0,2025-03-15 06:01:41
Aquiles Lanza,Odontología,Cerrada,2025-01-22 10:00:00,2025-01-22 10:30:00,1,1,0,0,2025-03-15 06:01:41
Casavalle,Odontología,Cerrada,2025-01-22 10:00:00,2025-01-22 11:00:00,2,3,2,0,2025-03-15 06:01:41
Aquiles Lanza,Medicina Familiar,Cerrada,2025-01-22 10:00:00,2025-01-22 11:00:00,3,3,3,0,2025-03-15 06:01:41
Luisa Tirapare,Psicología,Cerrada,2025-01-22 10:00:00,2025-01-22 11:00:00,1,2,2,0,2025-03-15 06:01:41
Casabo,Psicología,Cerrada,2025-01-22 10:00:00,2025-01-22 11:00:00,1,2,2,0,2025-03-15 06:01:41
Los Angeles,Odontología,Cerrada,2025-01-22 10:00:00,2025-01-22 11:00:00,3,3,3,0,2025-03-15 06:01:41
Casavalle,Medicina Familiar,Cerrada,2025-01-22 10:00:00,2025-01-22 11:00:00,3,3,3,0,2025-03-15 06:01:41
Inve 16,Pediatría,Cerrada,2025-01-22 10:00:00,2025-01-22 12:00:00,6,6,1,0,2025-03-15 06:01:41
Inve 16,Partera,Cerrada,2025-01-22 10:00:00,2025-01-22 12:00:00,6,6,3,0,2025-03-15 06:01:41
Lavalleja,Medicina General,Cerrada,2025-01-22 10:00:00,2025-01-22 12:00:00,6,6,4,0,2025-03-15 06:01:41
Yucatan,Odontología,Cerrada,2025-01-22 10:00:00,2025-01-22 12:00:00,4,4,3,0,2025-03-15 06:01:41
Paso De La Arena,Medicina Familiar,Cerrada,2025-01-22 10:00:00,2025-01-22 12:20:00,7,7,5,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-22 10:15:00,2025-01-22 11:45:00,2,2,2,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-22 10:20:00,2025-01-22 11:20:00,2,2,2,0,2025-03-15 06:01:41
La Paloma,Medicina Familiar,Cerrada,2025-01-22 10:30:00,2025-01-22 10:50:00,1,1,0,0,2025-03-15 06:01:41
Buceo,Medicina Familiar,Cerrada,2025-01-22 10:30:00,2025-01-22 11:00:00,1,1,1,0,2025-03-15 06:01:41
Aquiles Lanza,Odontología,Cerrada,2025-01-22 10:30:00,2025-01-22 11:00:00,2,2,1,0,2025-03-15 06:01:41
Colon,Medicina General,Cerrada,2025-01-22 10:30:00,2025-01-22 11:10:00,2,2,2,0,2025-03-15 06:01:41
Francisco Pucci,Ginecoobstetricia,Cerrada,2025-01-22 10:30:00,2025-01-22 11:15:00,2,2,1,0,2025-03-15 06:01:41
Aquiles Lanza,Trabajo Social,Cerrada,2025-01-22 10:30:00,2025-01-22 11:30:00,2,2,2,0,2025-03-15 06:01:41
La Teja,Pediatría,Cerrada,2025-01-22 10:30:00,2025-01-22 11:30:00,3,3,3,0,2025-03-15 06:01:41
Casabo,Odontología,Cerrada,2025-01-22 10:30:00,2025-01-22 11:30:00,4,4,2,0,2025-03-15 06:01:41
Giraldez,Odontología,Cerrada,2025-01-22 10:30:00,2025-01-22 11:30:00,4,4,4,0,2025-03-15 06:01:41
Crottogini,Odontología,Cerrada,2025-01-22 10:30:00,2025-01-22 11:30:00,4,4,1,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-22 10:30:00,2025-01-22 12:00:00,4,6,6,0,2025-03-15 06:01:41
Zully Sanchez,Medicina General,Cerrada,2025-01-22 10:30:00,2025-01-22 13:30:00,9,9,7,0,2025-03-15 06:01:41
Crottogini,Partera,Cerrada,2025-01-22 10:30:00,2025-01-22 13:30:00,9,9,7,0,2025-03-15 06:01:41
Casavalle,Odontología,Cerrada,2025-01-22 10:30:00,2025-01-22 14:00:00,5,5,1,0,2025-03-15 06:01:41
Francisco Pucci,Medicina Familiar,Cerrada,2025-01-22 10:40:00,2025-01-22 11:40:00,3,3,3,0,2025-03-15 06:01:41
Zully Sanchez,Partera,Cerrada,2025-01-22 10:40:00,2025-01-22 11:40:00,3,3,3,0,2025-03-15 06:01:41
Francisco Pucci,Odontología,Cerrada,2025-01-22 10:40:00,2025-01-22 12:10:00,3,3,2,0,2025-03-15 06:01:41
La Paloma,Medicina Familiar,Cerrada,2025-01-22 10:50:00,2025-01-22 11:10:00,1,1,0,0,2025-03-15 06:01:41
Buceo,Medicina Familiar,Cerrada,2025-01-22 11:00:00,2025-01-22 11:30:00,1,1,0,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-22 11:00:00,2025-01-22 11:30:00,1,1,0,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-22 11:00:00,2025-01-22 12:00:00,2,5,5,0,2025-03-15 06:01:41
Inve 16,Medicina Familiar,Cerrada,2025-01-22 11:00:00,2025-01-22 12:00:00,2,0,0,0,2025-03-15 06:01:41
Parque Bellan,Odontología,Cerrada,2025-01-22 11:00:00,2025-01-22 12:30:00,3,3,3,0,2025-03-15 06:01:41
Parque Bellan,Medicina Familiar,Cerrada,2025-01-22 11:00:00,2025-01-22 12:30:00,3,3,2,0,2025-03-15 06:01:41
Casabo,Psicología,Cerrada,2025-01-22 11:00:00,2025-01-22 13:00:00,2,2,0,0,2025-03-15 06:01:41
